COD_SAIDA,COD_OP,COD_OS,SKU,NOME_ARQUIVO,ESCOLA,TIRAGEM,PAGINACAO,MARCA,REGIAO,SEGMENTO,ENSINO,TURNO,MODELO,MATERIAL,SEPARACAO,MIOLO_PAPEL,MIOLO_FORMATO,MIOLO_GRAMATURA,MIOLO_COR,CAPA_TIPO,ACABAMENTO1,REFILE,FORMATO_FINAL,MAQUINARIO,DATA_SAIDA,DATA_ENTREGA
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Iguaçuano,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Ilha do Governador,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Irajá,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Madureira 2,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Nilópolis,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Norte Shopping,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Realengo,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Santa Cruz,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,São Gonçalo,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,São João de Meriti,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Taquara,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Tijuca,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Três Rios,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Vila Valqueire,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Bonsucesso,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-186f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Itaguai,10,6,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-056f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,CEAC Gama,10,6,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-056f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Goiânia Parque das Laranjeiras,10,6,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-056f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Guará,10,6,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-056f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Dourados,10,6,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-056f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Mace Campo Grande,10,6,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-056f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Ponta Porã,10,6,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,CUB Mar Paulista,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Floresta,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Ideal Santo André,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Santana,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Piracicaba,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Monteiro Lobato Itu,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Opção Mauá,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,JAÚ,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,TABOÃO DA SERRA,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Itatiba,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Jundiaí,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,IDESA TAUBATÉ/SP,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Cachoeirinha,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Itaquera,10,6,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0102,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Atopp Londrina,10,6,ELITE,SUL,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0102,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Cascavel,10,6,ELITE,SUL,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0102,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,CEB São José,10,6,ELITE,SUL,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0102,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Curitiba Novo Mundo,10,6,ELITE,SUL,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0102,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Ponta Grossa,10,6,ELITE,SUL,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0102,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,SJP - Ambiental,10,6,ELITE,SUL,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0102,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,SJP - Centro,10,6,ELITE,SUL,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0102,,ELITE2024-12-116f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Umuarama,10,6,ELITE,SUL,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-17,,,ELITE2024-12-176f99782463d878889c4ea1742984b234719d07ebb1641a0c78b0d8bf2b876d8f,Bolsão 2025 - versão 3 - 8º ano,Vila Velha,10,6,ELITE,ES,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-17,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Bangu,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Campo Grande 2,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Duque de Caxias,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Guadalupe,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Iguaçuano,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Ilha do Governador,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Irajá,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Madureira 2,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Nilópolis,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Norte Shopping,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Realengo,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Santa Cruz,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,São Gonçalo,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,São João de Meriti,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Taquara,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Tijuca,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Três Rios,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Vila Valqueire,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Bonsucesso,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-18,0104,,ELITE2024-12-18c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Itaguai,10,7,ELITE,RJ,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-18,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-05c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,CEAC Gama,10,7,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-05c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Goiânia Parque das Laranjeiras,10,7,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-05c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Guará,10,7,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-05c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Dourados,10,7,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-05c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Mace Campo Grande,10,7,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-05,0101,,ELITE2024-12-05c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Ponta Porã,10,7,ELITE,CENTRO,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-05,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-11c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,CUB Mar Paulista,10,7,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-11c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Floresta,10,7,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-11c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Ideal Santo André,10,7,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-11c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Santana,10,7,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-11c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Piracicaba,10,7,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
ELITE2024-12-11,0103,,ELITE2024-12-11c338f723f0dd2162d2bf031e50b9b103007189d8351254a62d8c7df9c02c9c3f,Bolsão 2025 - versão 3 - 9º ano,Monteiro Lobato Itu,10,7,ELITE,SP,EFAF,Regular,,,Prova,10,Offset,A4,75g,1x1,,Grampo,Não,"20,5 x 27,5 cm",,2024-12-11,2024-12-19
